Folder	Time Domain	HPS	FFT	Sample	Midi	HN Offset	Expected	TD	HPS	FFT	Praat	Average	Stdev	Use	Actual MIDI	+Cents	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=47	MIDIKeyNumber=35	MIDIKeyNumber=47	Detected = 130.80 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=99.818269	MIDIPitchFraction=95.225924	MIDIPitchFraction=99.853911	MIDIKeyNumber=47	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	049-c#.wav	049-c#.wav	049-c#.wav	MIDIPitchFraction=99.818269	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 141.79 Hz	detected pitch = 71.04 Hz	detected pitch = 132.89 Hz	049-c#.wav	49.00	0.00	138.59	141.79	142.08	132.89	141.75	139.6275	4.49	141.873333333333	49.4051990471365	-40.5199047136463	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=49	MIDIKeyNumber=37	MIDIKeyNumber=48	Detected = 141.79 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=39.449408	MIDIPitchFraction=42.997646	MIDIPitchFraction=27.285857	MIDIKeyNumber=49	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	050-d.wav	050-d.wav	050-d.wav	MIDIPitchFraction=39.449408	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 147.53 Hz	detected pitch = 73.97 Hz	detected pitch = 147.58 Hz	050-d.wav	50.00	0.00	146.83	147.53	147.94	147.58		147.683333333333	0.22	147.683333333333	50.1000419702172	-10.0041970217177	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=50	MIDIKeyNumber=38	MIDIKeyNumber=50	Detected = 147.53 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=8.208973	MIDIPitchFraction=12.930979	MIDIPitchFraction=8.738714	MIDIKeyNumber=50	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	052-e.wav	052-e.wav	052-e.wav	MIDIPitchFraction=8.208973	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 165.91 Hz	detected pitch = 165.69 Hz	detected pitch = 165.84 Hz	052-e.wav	52.00	0.00	164.81	165.91	165.69	165.84		165.813333333333	0.11	165.875	52.1111153021464	-11.1115302146402	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=52	MIDIKeyNumber=52	MIDIKeyNumber=52	Detected = 165.91 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=11.449409	MIDIPitchFraction=9.155195	MIDIPitchFraction=10.712611	MIDIKeyNumber=52	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	053-f.wav	053-f.wav	053-f.wav	MIDIPitchFraction=11.449409	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 174.37 Hz	detected pitch = 174.32 Hz	detected pitch = 174.37 Hz	053-f.wav	53.00	0.00	174.61	174.37	174.32	174.37		174.353333333333	0.03	174.37	52.9757798999887	2.42201000113198	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=52	MIDIKeyNumber=52	MIDIKeyNumber=52	Detected = 174.37 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=97.530938	MIDIPitchFraction=97.054855	MIDIPitchFraction=97.541992	MIDIKeyNumber=52	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	054-f#.wav	054-f#.wav	054-f#.wav	MIDIPitchFraction=97.530938	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 185.43 Hz	detected pitch = 186.04 Hz	detected pitch = 186.17 Hz	054-f#.wav	54.00	0.00	185.00	185.43	186.04	186.17		185.88	0.40	185.88	54.0824163145361	-8.24163145360828	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=54	MIDIKeyNumber=54	MIDIKeyNumber=54	Detected = 185.43 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=4.013797	MIDIPitchFraction=9.704972	MIDIPitchFraction=10.978970	MIDIKeyNumber=54	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	055-g.wav	055-g.wav	055-g.wav	MIDIPitchFraction=4.013797	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 196.62 Hz	detected pitch = 98.79 Hz	detected pitch = 196.63 Hz	055-g.wav	55.00	0.00	196.00	196.62	197.58	196.63		196.943333333333	0.55	196.943333333333	55.0833246937647	-8.3324693764709	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=55	MIDIKeyNumber=43	MIDIKeyNumber=55	Detected = 196.62 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=5.487997	MIDIPitchFraction=13.848386	MIDIPitchFraction=5.582110	MIDIKeyNumber=55	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	056-g#.wav	056-g#.wav	056-g#.wav	MIDIPitchFraction=5.487997	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 208.82 Hz	detected pitch = 104.73 Hz	detected pitch = 208.81 Hz	056-g#.wav	56.00	0.00	207.65	208.82	209.46	208.81		209.03	0.37	209.03	56.1144778692915	-11.4477869291484	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=56	MIDIKeyNumber=44	MIDIKeyNumber=56	Detected = 208.82 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=9.713259	MIDIPitchFraction=15.076926	MIDIPitchFraction=9.637859	MIDIKeyNumber=56	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	058-a#.wav	058-a#.wav	058-a#.wav	MIDIPitchFraction=9.713259	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 233.95 Hz	detected pitch = 77.64 Hz	detected pitch = 234.00 Hz	058-a#.wav	58.00	0.00	233.08	233.95	232.92	234.00		233.623333333333	0.61	233.623333333333	58.040170177012	-4.01701770119942	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=58	MIDIKeyNumber=38	MIDIKeyNumber=58	Detected = 233.95 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=6.427435	MIDIPitchFraction=96.913192	MIDIPitchFraction=6.799996	MIDIKeyNumber=58	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	059-b.wav	059-b.wav	059-b.wav	MIDIPitchFraction=6.427435	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 248.54 Hz	detected pitch = 2.95 Hz	detected pitch = 248.47 Hz	059-b.wav	59.00	0.00	246.94	248.54	2.95	248.47		166.653333333333	141.77	248.505	59.109256269778	-10.9256269777966	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=59	MIDIKeyNumber=-17	MIDIKeyNumber=59	Detected = 248.54 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=11.203255	MIDIPitchFraction=-64.767472	MIDIPitchFraction=10.687487	MIDIKeyNumber=59	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	060-c.wav	060-c.wav	060-c.wav	MIDIPitchFraction=11.203255	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 261.24 Hz	detected pitch = 9.72 Hz	detected pitch = 261.15 Hz	060-c.wav	60.00	0.00	261.63	261.24	9.72	261.15		177.37	145.19	261.195	59.971485074355	2.85149256449984	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=59	MIDIKeyNumber=2	MIDIKeyNumber=59	Detected = 261.24 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=97.464057	MIDIPitchFraction=99.594985	MIDIPitchFraction=96.820527	MIDIKeyNumber=59	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	061-c#.wav	061-c#.wav	061-c#.wav	MIDIPitchFraction=97.464057	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 276.27 Hz	detected pitch = 276.12 Hz	detected pitch = 276.25 Hz	061-c#.wav	61.00	0.00	277.18	276.27	276.12	276.25		276.213333333333	0.08	276.213333333333	60.9393532693237	6.06467306763037	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=60	MIDIKeyNumber=60	MIDIKeyNumber=60	Detected = 276.27 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=94.300676	MIDIPitchFraction=93.374065	MIDIPitchFraction=94.174064	MIDIKeyNumber=60	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	062-d.wav	062-d.wav	062-d.wav	MIDIPitchFraction=94.300676	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 293.34 Hz	detected pitch = 73.25 Hz	detected pitch = 293.39 Hz	062-d.wav	62.00	0.00	293.66	293.34	293.00	293.39		293.243333333333	0.21	293.243333333333	61.9751374354777	2.48625645222873	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=61	MIDIKeyNumber=37	MIDIKeyNumber=61	Detected = 293.34 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=98.090100	MIDIPitchFraction=96.068239	MIDIPitchFraction=98.389709	MIDIKeyNumber=61	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	063-d#.wav	063-d#.wav	063-d#.wav	MIDIPitchFraction=98.090100	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 311.47 Hz	detected pitch = 311.57 Hz	detected pitch = 311.58 Hz	063-d#.wav	63.00	0.00	311.13	311.47	311.57	311.58		311.54	0.06	311.54	63.0229666247515	-2.29666247515397	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=63	MIDIKeyNumber=63	MIDIKeyNumber=63	Detected = 311.47 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=1.931194	MIDIPitchFraction=2.458331	MIDIPitchFraction=2.545278	MIDIKeyNumber=63	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	064-e.wav	064-e.wav	064-e.wav	MIDIPitchFraction=1.931194	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 329.74 Hz	detected pitch = 329.59 Hz	detected pitch = 329.73 Hz	064-e.wav	64.00	0.00	329.63	329.74	329.59	329.73		329.686666666667	0.08	329.686666666667	64.0031042199613	-0.310421996127275	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=64	MIDIKeyNumber=63	MIDIKeyNumber=64	Detected = 329.74 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=0.571524	MIDIPitchFraction=99.803035	MIDIPitchFraction=0.533841	MIDIKeyNumber=64	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	065-f.wav	065-f.wav	065-f.wav	MIDIPitchFraction=0.571524	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 348.74 Hz	detected pitch = 348.63 Hz	detected pitch = 348.70 Hz	065-f.wav	65.00	0.00	349.23	348.74	348.63	348.70		348.69	0.06	348.69	64.9732975948799	2.6702405120119	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=64	MIDIKeyNumber=64	MIDIKeyNumber=64	Detected = 348.74 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=97.587410	MIDIPitchFraction=97.046261	MIDIPitchFraction=97.392497	MIDIKeyNumber=64	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	066-f#.wav	066-f#.wav	066-f#.wav	MIDIPitchFraction=97.587410	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 367.66 Hz	detected pitch = 367.68 Hz	detected pitch = 367.69 Hz	066-f#.wav	66.00	0.00	369.99	367.66	367.68	367.69		367.676666666667	0.02	367.676666666667	65.8912092002917	10.8790799708331	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=65	MIDIKeyNumber=65	MIDIKeyNumber=65	Detected = 367.66 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=89.027836	MIDIPitchFraction=89.115840	MIDIPitchFraction=89.164412	MIDIKeyNumber=65	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	067-g.wav	067-g.wav	067-g.wav	MIDIPitchFraction=89.027836	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 391.65 Hz	detected pitch = 391.84 Hz	detected pitch = 391.65 Hz	067-g.wav	67.00	0.00	392.00	391.65	391.84	391.65		391.713333333333	0.11	391.713333333333	66.9875365505533	1.24634494466562	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=66	MIDIKeyNumber=66	MIDIKeyNumber=66	Detected = 391.65 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=98.458944	MIDIPitchFraction=99.322897	MIDIPitchFraction=98.461400	MIDIKeyNumber=66	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	068-g#.wav	068-g#.wav	068-g#.wav	MIDIPitchFraction=98.458944	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 416.48 Hz	detected pitch = 416.33 Hz	detected pitch = 416.50 Hz	068-g#.wav	68.00	0.00	415.30	416.48	416.33	416.50		416.436666666667	0.09	416.436666666667	68.047122933152	-4.71229331520249	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=68	MIDIKeyNumber=68	MIDIKeyNumber=68	Detected = 416.48 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=4.899021	MIDIPitchFraction=4.266931	MIDIPitchFraction=4.964532	MIDIKeyNumber=68	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	069-a.wav	069-a.wav	069-a.wav	MIDIPitchFraction=4.899021	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 439.34 Hz	detected pitch = 439.45 Hz	detected pitch = 439.37 Hz	069-a.wav	69.00	0.00	440.00	439.34	439.45	439.37		439.386666666667	0.06	439.386666666667	68.9758508114231	2.41491885768994	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=68	MIDIKeyNumber=68	MIDIKeyNumber=68	Detected = 439.34 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=97.410361	MIDIPitchFraction=97.846631	MIDIPitchFraction=97.535769	MIDIKeyNumber=68	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	070-a#.wav	070-a#.wav	070-a#.wav	MIDIPitchFraction=97.410361	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 466.02 Hz	detected pitch = 465.83 Hz	detected pitch = 466.10 Hz	070-a#.wav	70.00	0.00	466.16	466.02	465.83	466.10		465.983333333333	0.14	465.983333333333	69.9932979800616	0.670201993844444	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=69	MIDIKeyNumber=69	MIDIKeyNumber=69	Detected = 466.02 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=99.449821	MIDIPitchFraction=98.747837	MIDIPitchFraction=99.769367	MIDIKeyNumber=69	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	071-b.wav	071-b.wav	071-b.wav	MIDIPitchFraction=99.449821	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 495.28 Hz	detected pitch = 495.12 Hz	detected pitch = 495.28 Hz	071-b.wav	71.00	0.00	493.88	495.28	495.12	495.28		495.226666666667	0.09	495.226666666667	71.0470257391891	-4.70257391891096	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=71	MIDIKeyNumber=71	MIDIKeyNumber=71	Detected = 495.28 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=4.901874	MIDIPitchFraction=4.324039	MIDIPitchFraction=4.892421	MIDIKeyNumber=71	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	072-c.wav	072-c.wav	072-c.wav	MIDIPitchFraction=4.901874	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 522.80 Hz	detected pitch = 522.84 Hz	detected pitch = 522.77 Hz	072-c.wav	72.00	0.00	523.25	522.80	522.84	522.77		522.803333333333	0.04	522.803333333333	71.9851777904251	1.48222095749162	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=71	MIDIKeyNumber=71	MIDIKeyNumber=71	Detected = 522.80 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=98.513891	MIDIPitchFraction=98.649278	MIDIPitchFraction=98.409217	MIDIKeyNumber=71	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	073-c#.wav	073-c#.wav	073-c#.wav	MIDIPitchFraction=98.513891	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	Detected = 555.07 Hz	detected pitch = 555.18 Hz	detected pitch = 555.19 Hz	073-c#.wav	73.00	0.00	554.37	555.07	555.18	555.19		555.146666666667	0.07	555.146666666667	73.0243854010738	-2.43854010737863	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIKeyNumber=73	MIDIKeyNumber=73	MIDIKeyNumber=73	Detected = 555.07 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	MIDIPitchFraction=2.192924	MIDIPitchFraction=2.529356	MIDIPitchFraction=2.563605	MIDIKeyNumber=73	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ch. Lieblich Gedact 8	074-d.wav	074-d.wav	074-d.wav	MIDIPitchFraction=2.192924	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
